Protein,SG,DG,SG_DG_SUM,SG_DG_PRO,SG_DG_SUB,EV,SG_EV_SUM,SG_EV_PRO,SG_EV_SUB,DG_EV_SUM,DG_EV_PRO,DG_EV_SUB,INFO,SG_INFO_SUM,SG_INFO_PRO,SG_INFO_SUB,DG_INFO_SUM,DG_INFO_PRO,DG_INFO_SUB,EV_INFO_SUM,EV_INFO_PRO,EV_INFO_SUB,LAC,SG_LAC_SUM,SG_LAC_PRO,SG_LAC_SUB,DG_LAC_SUM,DG_LAC_PRO,DG_LAC_SUB,EV_LAC_SUM,EV_LAC_PRO,EV_LAC_SUB,INFO_LAC_SUM,INFO_LAC_PRO,INFO_LAC_SUB,BNESS,SG_BNESS_SUM,SG_BNESS_PRO,SG_BNESS_SUB,DG_BNESS_SUM,DG_BNESS_PRO,DG_BNESS_SUB,EV_BNESS_SUM,EV_BNESS_PRO,EV_BNESS_SUB,INFO_BNESS_SUM,INFO_BNESS_PRO,INFO_BNESS_SUB,LAC_BNESS_SUM,LAC_BNESS_PRO,LAC_BNESS_SUB,CNESS,SG_CNESS_SUM,SG_CNESS_PRO,SG_CNESS_SUB,DG_CNESS_SUM,DG_CNESS_PRO,DG_CNESS_SUB,EV_CNESS_SUM,EV_CNESS_PRO,EV_CNESS_SUB,INFO_CNESS_SUM,INFO_CNESS_PRO,INFO_CNESS_SUB,LAC_CNESS_SUM,LAC_CNESS_PRO,LAC_CNESS_SUB,BNESS_CNESS_SUM,BNESS_CNESS_PRO,BNESS_CNESS_SUB,NET,SG_NET_SUM,SG_NET_PRO,SG_NET_SUB,DG_NET_SUM,DG_NET_PRO,DG_NET_SUB,EV_NET_SUM,EV_NET_PRO,EV_NET_SUB,INFO_NET_SUM,INFO_NET_PRO,INFO_NET_SUB,LAC_NET_SUM,LAC_NET_PRO,LAC_NET_SUB,BNESS_NET_SUM,BNESS_NET_PRO,BNESS_NET_SUB,CNESS_NET_SUM,CNESS_NET_PRO,CNESS_NET_SUB,GE_T1,GE_T1_GE_T2_SUM,GE_T1_GE_T2_PRO,GE_T1_GE_T2_SUB,GE_T1_GE_T3_SUM,GE_T1_GE_T3_PRO,GE_T1_GE_T3_SUB,GE_T1_GE_T4_SUM,GE_T1_GE_T4_PRO,GE_T1_GE_T4_SUB,GE_T1_GE_T5_SUM,GE_T1_GE_T5_PRO,GE_T1_GE_T5_SUB,GE_T1_GE_T6_SUM,GE_T1_GE_T6_PRO,GE_T1_GE_T6_SUB,GE_T1_GE_T7_SUM,GE_T1_GE_T7_PRO,GE_T1_GE_T7_SUB,GE_T1_GE_T8_SUM,GE_T1_GE_T8_PRO,GE_T1_GE_T8_SUB,GE_T2,GE_T2_GE_T3_SUM,GE_T2_GE_T3_PRO,GE_T2_GE_T3_SUB,GE_T2_GE_T4_SUM,GE_T2_GE_T4_PRO,GE_T2_GE_T4_SUB,GE_T2_GE_T5_SUM,GE_T2_GE_T5_PRO,GE_T2_GE_T5_SUB,GE_T2_GE_T6_SUM,GE_T2_GE_T6_PRO,GE_T2_GE_T6_SUB,GE_T2_GE_T7_SUM,GE_T2_GE_T7_PRO,GE_T2_GE_T7_SUB,GE_T2_GE_T8_SUM,GE_T2_GE_T8_PRO,GE_T2_GE_T8_SUB,GE_T3,GE_T3_GE_T4_SUM,GE_T3_GE_T4_PRO,GE_T3_GE_T4_SUB,GE_T3_GE_T5_SUM,GE_T3_GE_T5_PRO,GE_T3_GE_T5_SUB,GE_T3_GE_T6_SUM,GE_T3_GE_T6_PRO,GE_T3_GE_T6_SUB,GE_T3_GE_T7_SUM,GE_T3_GE_T7_PRO,GE_T3_GE_T7_SUB,GE_T3_GE_T8_SUM,GE_T3_GE_T8_PRO,GE_T3_GE_T8_SUB,GE_T4,GE_T4_GE_T5_SUM,GE_T4_GE_T5_PRO,GE_T4_GE_T5_SUB,GE_T4_GE_T6_SUM,GE_T4_GE_T6_PRO,GE_T4_GE_T6_SUB,GE_T4_GE_T7_SUM,GE_T4_GE_T7_PRO,GE_T4_GE_T7_SUB,GE_T4_GE_T8_SUM,GE_T4_GE_T8_PRO,GE_T4_GE_T8_SUB,GE_T5,GE_T5_GE_T6_SUM,GE_T5_GE_T6_PRO,GE_T5_GE_T6_SUB,GE_T5_GE_T7_SUM,GE_T5_GE_T7_PRO,GE_T5_GE_T7_SUB,GE_T5_GE_T8_SUM,GE_T5_GE_T8_PRO,GE_T5_GE_T8_SUB,GE_T6,GE_T6_GE_T7_SUM,GE_T6_GE_T7_PRO,GE_T6_GE_T7_SUB,GE_T6_GE_T8_SUM,GE_T6_GE_T8_PRO,GE_T6_GE_T8_SUB,GE_T7,GE_T7_GE_T8_SUM,GE_T7_GE_T8_PRO,GE_T7_GE_T8_SUB,GE_T8,Essentiality,Essential_Name
YBR266C,2.36E+18,75,2.36E+18,1.77E+20,2.36E+18,0.10794431,2.36E+18,2.55E+17,-1.75E+20,7.51E+01,8.10E+00,7.49E+01,3.3482432,2.36E+18,7.91E+18,2.36E+18,7.83E+01,2.51E+02,7.17E+01,3.46E+00,3.61E-01,-3.24E+00,13.013333,2.36E+18,3.07E+19,2.36E+18,8.80E+01,9.76E+02,6.20E+01,1.31E+01,1.40E+00,-1.29E+01,1.64E+01,4.36E+01,-9.67E+00,23197.727,2.36E+18,5.48E+22,2.36E+18,23272.727,1739829.525,-23122.727,23197.83494,2504.062635,-23197.61906,23201.07524,77671.63168,-23194.37876,23210.74033,301879.7463,-23184.71367,0.007527434,2.36E+18,1.78E+16,2.36E+18,75.00752743,0.56455755,74.99247257,0.115471744,0.000812544,0.100416876,3.355770634,0.02520368,3.340715766,13.02086043,0.097957005,13.00580557,23197.73453,174.6193589,23197.71947,19.786808,2.36E+18,4.67E+19,2.36E+18,94.786808,1484.0106,55.213192,19.89475231,2.135873337,-19.67886369,23.1350512,66.25104534,-16.4385648,32.800141,257.4923215,-6.773475,23217.51381,459008.9702,23177.94019,19.79433543,0.148943891,-19.77928057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YBR218C,2.34E+18,68,2.34E+18,1.59E+20,2.34E+18,0.107412234,2.34E+18,2.51E+17,-1.57E+20,6.81E+01,7.30E+00,6.79E+01,3.3334115,2.34E+18,7.80E+18,2.34E+18,7.13E+01,2.27E+02,6.47E+01,3.44E+00,3.58E-01,-3.23E+00,15.117647,2.34E+18,3.54E+19,2.34E+18,8.31E+01,1.03E+03,5.29E+01,1.52E+01,1.62E+00,-1.50E+01,1.85E+01,5.04E+01,-1.18E+01,28949.402,2.34E+18,6.77E+22,2.34E+18,29017.402,1968559.336,-28881.402,28949.50941,3109.519942,-28949.29459,28952.73541,96500.26954,-28946.06859,28964.51965,437646.8403,-28934.28435,0.007531885,2.34E+18,1.76E+16,2.34E+18,68.00753188,0.512168153,67.99246812,0.114944119,0.000809017,0.099880349,3.340943385,0.025106871,3.325879615,15.12517888,0.113864373,15.11011512,28949.40953,218.0435551,28949.39447,21.492052,2.34E+18,5.03E+19,2.34E+18,89.492052,1461.459536,46.507948,21.59946423,2.308509319,-21.38463977,24.8254635,71.6418533,-18.1586405,36.609699,324.9092554,-6.374405,28970.89405,622182.0532,28927.90995,21.49958388,0.161875655,-21.48452012,317.5,756.9,139509.5,-121.9,832.3,163449,-756.9,1135.1,259588,-500.1,768.4,143160.75,-133.4,705.4,123158.25,-70.4,1026.6,225139.25,-391.6,994.7,215011,-359.7,439.4,954.2,226203.12,-75.4,1257,359253.44,-378.2,890.3,198125.46,-11.5,827.3,170443.26,51.5,1148.5,311578.54,-269.7,1116.6,297561.68,-237.8,514.8,1332.4,420900.48,-302.8,965.7,232123.32,63.9,902.7,1.20E+21,126.9,1223.9,365044.68,-194.3,1192,348622.56,-162.4,817.6,1268.5,368655.84,366.7,1205.5,317147.04,429.7,1526.7,579760.16,108.5,1494.8,553678.72,140.4,450.9,838.8,174904.11,63,1160,319733.19,-258.2,226.3,305349.48,31.9,387.9,1097,275059.89,-321.2,1065.1,262685.88,-289.3,709.1,1386.3,480202.52,31.9,677.2,1,E
YJR007W,2.29E+18,65,2.29E+18,1.49E+20,2.29E+18,0.10631415,2.29E+18,2.44E+17,-1.47E+20,6.51E+01,6.91E+00,6.49E+01,3.3261147,2.29E+18,7.62E+18,2.29E+18,6.83E+01,2.16E+02,6.17E+01,3.43E+00,3.54E-01,-3.22E+00,17.938461,2.29E+18,4.11E+19,2.29E+18,8.29E+01,1.17E+03,4.71E+01,1.80E+01,1.91E+00,-1.78E+01,2.13E+01,5.97E+01,-1.46E+01,19710.176,2.29E+18,4.52E+22,2.29E+18,19775.176,1281161.44,-19645.176,19710.28231,2095.470608,-19710.06969,19713.50211,65558.30613,-19706.84989,19728.11446,353570.2235,-19692.23754,0.007530553,2.29E+18,1.73E+16,2.29E+18,65.00753055,0.489485965,64.99246945,0.113844703,0.000800604,0.098783597,3.333645253,0.025047484,3.318584147,17.94599155,0.135086537,17.93093045,19710.18353,148.4285309,19710.16847,24.990393,2.29E+18,5.73E+19,2.29E+18,89.990393,1624.375545,40.009607,25.09670715,2.65683239,-24.88407885,28.3165077,83.12091352,-21.6642783,42.928854,448.2891902,-7.051932,19735.16639,492565.0443,19685.18561,24.99792355,0.188191486,-24.98286245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YDL153C,2.25E+18,69,2.25E+18,1.55E+20,2.25E+18,0.10542704,2.25E+18,2.38E+17,-1.53E+20,6.91E+01,7.27E+00,6.89E+01,3.3357174,2.25E+18,7.52E+18,2.25E+18,7.23E+01,2.30E+02,6.57E+01,3.44E+00,3.52E-01,-3.23E+00,7.652174,2.25E+18,1.72E+19,2.25E+18,7.67E+01,5.28E+02,6.13E+01,7.76E+00,8.07E-01,-7.55E+00,1.10E+01,2.55E+01,-4.32E+00,30847.566,2.25E+18,6.95E+22,2.25E+18,30916.566,2128482.054,-30778.566,30847.67143,3252.167575,-30847.46057,30850.90172,102898.7627,-30844.23028,30855.21817,236050.9425,-30839.91383,0.00753151,2.25E+18,1.70E+16,2.25E+18,69.00753151,0.51967419,68.99246849,0.11295855,0.000794025,0.09789553,3.34324891,0.025122989,3.32818589,7.65970551,0.057632425,7.64464249,30847.57353,232.3287518,30847.55847,9.177711,2.25E+18,2.07E+19,2.25E+18,78.177711,633.262059,59.822289,9.28313804,0.967578905,-9.07228396,12.5134284,30.61425027,-5.8419936,16.829885,70.22944149,-1.525537,30856.74371,283110.0458,30838.38829,9.18524251,0.069122022,-9.17017949,109,153.9,4894.1,64.1,145.2,3945.8,-153.9,365.5,27958.5,-147.5,250.3,15401.7,-32.3,134.4,2768.6,83.6,153.6,4861.4,64.4,240.6,14344.4,-22.6,44.9,81.1,1625.38,8.7,301.4,11516.85,-211.6,186.2,6344.37,-96.4,70.3,1140.46,19.5,89.5,2002.54,0.3,176.5,5908.84,-86.7,36.2,292.7,9285.3,-220.3,177.5,5115.06,-105.1,61.6,8.15E+19,10.8,80.8,1614.52,-8.4,167.8,4763.92,-95.4,256.5,397.8,36243.45,115.2,281.9,6515.1,231.1,301.1,11439.9,211.9,388.1,33755.4,124.9,141.3,166.7,3589.02,115.9,185.9,6301.98,96.7,-9.7,18595.08,-87,25.4,70,1132.84,-19.2,157,3342.64,-106.2,44.6,176.2,5869.36,-87,131.6,0,NE
YBR270C,2.21E+18,99,2.21E+18,2.19E+20,2.21E+18,0.10441281,2.21E+18,2.31E+17,-2.17E+20,9.91E+01,1.03E+01,9.89E+01,3.384021,2.21E+18,7.48E+18,2.21E+18,1.02E+02,3.35E+02,9.56E+01,3.49E+00,3.53E-01,-3.28E+00,7.2525253,2.21E+18,1.60E+19,2.21E+18,1.06E+02,7.18E+02,9.17E+01,7.36E+00,7.57E-01,-7.15E+00,1.06E+01,2.45E+01,-3.87E+00,124973.234,2.21E+18,2.76E+23,2.21E+18,125072.234,12372350.17,-124874.234,124973.3384,13048.80654,-124973.1296,124976.618,422912.0483,-124969.85,124980.4865,906371.5414,-124965.9815,0.007534112,2.21E+18,1.67E+16,2.21E+18,99.00753411,0.745877118,98.99246589,0.111946922,0.000786658,0.096878698,3.391555112,0.025495594,3.376486888,7.260059412,0.05464134,7.244991188,124973.2415,941.5623795,124973.2265,15.189973,2.21E+18,3.36E+19,2.21E+18,114.189973,1503.807327,83.810027,15.29438581,1.586027765,-15.08556019,18.573994,51.40318762,-11.805952,22.4424983,110.1656635,-7.9374477,124988.424,1898340.05,124958.044,15.19750711,0.114442962,-15.18243889,31948.9,138754,3412305459,-74856.2,252293,7039751616,-138754,96199.7,2052742384,-32301.9,57796,825786413.2,6101.8,102082.4,2240688178,-38184.6,121973,2876170968,-58075.2,129073,3103008158,-65175.2,106805.1,327149.2,23533873635,-113539,171055.9,6862313119,42554.3,132652.2,2760602100,80958,176938.6,7490615481,36671.6,196829.2,9615033003,16781,203929.2,10373349213,9681,220344.1,284594.9,14157284700,156093.3,246191.2,5695255987,194497,290477.6,4.87E+23,150210.6,310368.2,19836279293,130320,317468.2,21400722403,123220,64250.8,90097.9,1660696853,38403.7,134384.3,4506133482,-5882.7,154274.9,5784120444,-25773.3,161374.9,6240301124,-32873.3,25847.1,95980.6,1812747588,-44286.4,115871.2,2326861915,-64177,71277,2510376325,-7100,70133.5,160157.6,6313705217,-19890.6,167257.6,6811653067,-26990.6,90024.1,187148.2,8743509691,-7100,97124.1,0,NE
YBR244W,2.12E+18,84,2.12E+18,1.78E+20,2.12E+18,0.102147415,2.12E+18,2.16E+17,-1.76E+20,8.41E+01,8.58E+00,8.39E+01,3.363928,2.12E+18,7.12E+18,2.12E+18,8.74E+01,2.83E+02,8.06E+01,3.47E+00,3.44E-01,-3.26E+00,10.238095,2.12E+18,2.17E+19,2.12E+18,9.42E+01,8.60E+02,7.38E+01,1.03E+01,1.05E+00,-1.01E+01,1.36E+01,3.44E+01,-6.87E+00,37609.516,2.12E+18,7.96E+22,2.12E+18,37693.516,3159199.344,-37525.516,37609.61815,3841.714839,-37609.41385,37612.87993,126515.7039,-37606.15207,37619.7541,385049.7977,-37599.27791,0.007528307,2.12E+18,1.59E+16,2.12E+18,84.00752831,0.632377788,83.99247169,0.109675722,0.000768997,0.094619108,3.371456307,0.025324683,3.356399693,10.24562331,0.077075522,10.23056669,37609.52353,283.1359826,37609.50847,20.694887,2.12E+18,4.38E+19,2.12E+18,104.694887,1738.370508,63.305113,20.79703442,2.113929211,-20.59273959,24.058815,69.61610984,-17.330959,30.932982,211.8762191,-10.456792,37630.21089,778324.6837,37588.82111,20.70241531,0.155797463,-20.68735869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YAL007C,2.10E+18,65,2.10E+18,1.37E+20,2.10E+18,0.101894945,2.10E+18,2.14E+17,-1.35E+20,6.51E+01,6.62E+00,6.49E+01,3.3261147,2.10E+18,7.00E+18,2.10E+18,6.83E+01,2.16E+02,6.17E+01,3.43E+00,3.39E-01,-3.22E+00,15.692307,2.10E+18,3.30E+19,2.10E+18,8.07E+01,1.02E+03,4.93E+01,1.58E+01,1.60E+00,-1.56E+01,1.90E+01,5.22E+01,-1.24E+01,13364.8,2.10E+18,2.81E+22,2.10E+18,13429.8,868712,-13299.8,13364.90189,1361.805561,-13364.69811,13368.12611,44452.85774,-13361.47389,13380.49231,209724.5446,-13349.10769,0.007525065,2.10E+18,1.58E+16,2.10E+18,65.00752507,0.489129225,64.99247494,0.10942001,0.000766766,0.09436988,3.333639765,0.025029229,3.318589635,15.69983207,0.11808563,15.68478194,13364.80753,100.5709887,13364.79247,22.669313,2.10E+18,4.77E+19,2.10E+18,87.669313,1473.505345,42.330687,22.77120795,2.309888401,-22.56741806,25.9954277,75.40073521,-19.3431983,38.36162,355.7338191,-6.977006,13387.46931,302970.8344,13342.13069,22.67683807,0.170588054,-22.66178794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YBR108W,2.05E+18,75,2.05E+18,1.54E+20,2.05E+18,0.100530766,2.05E+18,2.06E+17,-1.52E+20,7.51E+01,7.54E+00,7.49E+01,3.3482432,2.05E+18,6.86E+18,2.05E+18,7.83E+01,2.51E+02,7.17E+01,3.45E+00,3.37E-01,-3.25E+00,12.453333,2.05E+18,2.55E+19,2.05E+18,8.75E+01,9.34E+02,6.25E+01,1.26E+01,1.25E+00,-1.24E+01,1.58E+01,4.17E+01,-9.11E+00,41278.562,2.05E+18,8.46E+22,2.05E+18,41353.562,3095892.15,-41203.562,41278.66253,4149.765457,-41278.46147,41281.91024,138210.6645,-41275.21376,41291.01533,514055.6783,-41266.10867,0.007532051,2.05E+18,1.54E+16,2.05E+18,75.00753205,0.564903848,74.99246795,0.108062817,0.000757203,0.092998715,3.355775251,0.02521914,3.340711149,12.46086505,0.093799143,12.44580095,41278.56953,310.9122466,41278.55447,20.067507,2.05E+18,4.11E+19,2.05E+18,95.067507,1505.063025,54.932493,20.16803777,2.01740185,-19.96697623,23.4157502,67.19089385,-16.7192638,32.52084,249.9073472,-7.614174,41298.62951,828357.8319,41258.49449,20.07503905,0.151149492,-20.05997495,405,762.1,144625.5,47.9,628.2,90396,-762.1,833.2,173421,-23.2,690.5,115627.5,119.5,721.3,128101.5,88.7,699.9,119434.5,110.1,721,127980,89,357.1,580.3,79704.72,133.9,785.3,152910.22,-71.1,642.6,101952.05,71.6,673.4,112950.73,40.8,652,105308.79,62.2,673.1,112843.6,41.1,223.2,651.4,95574.24,-205,508.7,63723.6,-62.3,539.5,4.58E+20,-93.1,518.1,65821.68,-71.7,539.2,70531.2,-92.8,428.2,713.7,122251.1,142.7,744.5,135439.66,111.9,723.1,126276.18,133.3,744.2,135311.2,112.2,285.5,601.8,90303.65,-30.8,580.4,84193.95,-9.4,30.5,90218,-21.1,316.3,611.2,93276.87,21.4,632.3,99950.8,0.3,294.9,610.9,93188.4,-21.1,316,0,NE
YBR229C,1.93E+18,73,1.93E+18,1.41E+20,1.93E+18,0.09757263,1.93E+18,1.88E+17,-1.39E+20,7.31E+01,7.12E+00,7.29E+01,3.3443234,1.93E+18,6.45E+18,1.93E+18,7.63E+01,2.44E+02,6.97E+01,3.44E+00,3.26E-01,-3.25E+00,12.164384,1.93E+18,2.35E+19,1.93E+18,8.52E+01,8.88E+02,6.08E+01,1.23E+01,1.19E+00,-1.21E+01,1.55E+01,4.07E+01,-8.82E+00,18935.623,1.93E+18,3.65E+22,1.93E+18,19008.623,1382300.479,-18862.623,18935.72057,1847.598537,-18935.52543,18938.96732,63326.84709,-18932.27868,18947.78738,230340.1895,-18923.45862,0.007524068,1.93E+18,1.45E+16,1.93E+18,73.00752407,0.549256964,72.99247593,0.105096698,0.000734143,0.090048562,3.351847468,0.025162917,3.336799332,12.17190807,0.091525652,12.15685993,18935.63052,142.4729151,18935.61548,21.65834,1.93E+18,4.18E+19,1.93E+18,94.65834,1581.05882,51.34166,21.75591263,2.113261195,-21.56076737,25.0026634,72.43249327,-18.3140166,33.822724,263.4603646,-9.493956,18957.28134,410114.161,18913.96466,21.66586407,0.162958823,-21.65081593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YIL166C,1.90E+18,111,1.90E+18,2.11E+20,1.90E+18,0.09691242,1.90E+18,1.85E+17,-2.09E+20,1.11E+02,1.08E+01,1.11E+02,3.396335,1.90E+18,6.47E+18,1.90E+18,1.14E+02,3.77E+02,1.08E+02,3.49E+00,3.29E-01,-3.30E+00,9.711712,1.90E+18,1.85E+19,1.90E+18,1.21E+02,1.08E+03,1.01E+02,9.81E+00,9.41E-01,-9.61E+00,1.31E+01,3.30E+01,-6.32E+00,225332.34,1.90E+18,4.29E+23,1.90E+18,225443.34,25011889.74,-225221.34,225332.4369,21837.50237,-225332.2431,225335.7363,765304.113,-225328.9437,225342.0517,2188362.79,-225322.6283,0.007540698,1.90E+18,1.44E+16,1.90E+18,111.0075407,0.837017445,110.9924593,0.104453118,0.000730787,0.089371722,3.403875698,0.025610736,3.388794302,9.719252698,0.073233084,9.704171302,225332.3475,1699.163058,225332.3325,30.306515,1.90E+18,5.77E+19,1.90E+18,141.306515,3364.023165,80.693485,30.40342742,2.93707771,-30.20960258,33.70285,102.9310776,-26.91018,40.018227,294.3281454,-20.594803,225362.6465,6829037.942,225302.0335,30.3140557,0.228532268,-30.2989743,1540.4,2636,1687662.24,444.8,3786.1,3459276.28,-2636,3053.5,2330779.24,27.3,2940.9,2157330.2,139.9,2492.2,1466152.72,588.6,3964.3,3733775.56,-883.5,3730.8,3374092.16,-650,1095.6,3341.3,2460388.92,-1150.1,2608.7,1657752.36,-417.5,2496.1,1534387.8,-304.9,2047.4,1042792.08,143.8,3519.5,2655624.84,-1328.3,3286,2399802.24,-1094.8,2245.7,3758.8,3397968.67,732.6,3646.2,3145102.85,845.2,3197.5,4.27E+21,1293.9,4669.6,5443352.23,-178.2,4436.1,4918981.28,55.3,1513.1,2913.6,2119096.55,112.6,2464.9,1440168.58,561.3,3937,3667603.09,-910.8,3703.5,3314294.24,-677.3,1400.5,2352.3,1332995.9,448.7,3824.4,3394671.95,-1023.4,789.9,3067655.2,233.5,951.8,3375.7,2307068.02,-1472.1,3142.2,2084822.72,-1238.6,2423.9,4614.3,5309310.56,233.5,2190.4,0,NE
YDR167W,1.88E+18,68,1.88E+18,1.28E+20,1.88E+18,0.09633152,1.88E+18,1.81E+17,-1.26E+20,6.81E+01,6.55E+00,6.79E+01,3.3334115,1.88E+18,6.27E+18,1.88E+18,7.13E+01,2.27E+02,6.47E+01,3.43E+00,3.21E-01,-3.24E+00,16.911764,1.88E+18,3.18E+19,1.88E+18,8.49E+01,1.15E+03,5.11E+01,1.70E+01,1.63E+00,-1.68E+01,2.02E+01,5.64E+01,-1.36E+01,12746.209,1.88E+18,2.40E+22,1.88E+18,12814.209,866742.212,-12678.209,12746.30533,1227.861687,-12746.11267,12749.54241,42488.35966,-12742.87559,12763.12076,215560.8785,-12729.29724,0.007521577,1.88E+18,1.42E+16,1.88E+18,68.00752158,0.511467216,67.99247842,0.103853097,0.000724565,0.088809943,3.340933077,0.02507251,3.325889923,16.91928558,0.12720313,16.90424242,12746.21652,95.87158863,12746.20148,27.671646,1.88E+18,5.21E+19,1.88E+18,95.671646,1881.671928,40.328354,27.76797752,2.66565172,-27.57531448,31.0050575,92.240983,-24.3382345,44.58341,467.9763466,-10.759882,12773.88065,352708.5833,12718.53735,27.67916758,0.208134408,-27.66412442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YBR230C,1.87E+18,69,1.87E+18,1.29E+20,1.87E+18,0.096152894,1.87E+18,1.80E+17,-1.27E+20,6.91E+01,6.63E+00,6.89E+01,3.3357174,1.87E+18,6.25E+18,1.87E+18,7.23E+01,2.30E+02,6.57E+01,3.43E+00,3.21E-01,-3.24E+00,11.536232,1.87E+18,2.16E+19,1.87E+18,8.05E+01,7.96E+02,5.75E+01,1.16E+01,1.11E+00,-1.14E+01,1.49E+01,3.85E+01,-8.20E+00,20115.938,1.87E+18,3.77E+22,1.87E+18,20184.938,1387999.722,-20046.938,20116.03415,1934.205654,-20115.84185,20119.27372,67101.0844,-20112.60228,20127.47423,232062.1277,-20104.40177,0.007525398,1.87E+18,1.41E+16,1.87E+18,69.0075254,0.519252428,68.9924746,0.103678292,0.000723589,0.088627497,3.343242798,0.025102599,3.328192003,11.5437574,0.086814731,11.5287066,20115.94553,151.3804295,20115.93047,16.954298,1.87E+18,3.18E+19,1.87E+18,85.954298,1169.846562,52.045702,17.05045089,1.630204818,-16.85814511,20.2900154,56.55474684,-13.6185806,28.49053,195.5887151,-5.418066,20132.8923,341051.6074,20098.9837,16.9618234,0.127587832,-16.9467726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
